sys_updated_by,department,start_date,target_percentage,category,priority,state,metric,end_date,owner,percent_complete,sys_id,description,contains_keywords,goal_met
admin,Finance,2022-12-04,55,Revenue Growth,Medium,In Progress,Expense Ratio,2023-04-13,user006,31.0,G000127,Develop new regional markets for the flagship product line aiming to boost total revenue by 20% by the end of the fiscal year.,0,False
admin,Finance,2022-11-11,92,Cost Reduction,Low,In Progress,Employee Turnover Rate,2023-10-29,user008,85.30053158932664,G000128,"Reduce software licensing expenses by consolidating redundant tools, aiming for a 20% cost savings in the next fiscal year.",1,False
admin,HR,2022-04-09,89,Employee Satisfaction,Low,In Progress,Employee Turnover Rate,2022-07-10,user078,21.0,G000129,Develop and implement a quarterly team-building program to enhance employee satisfaction scores by 20% over the next fiscal year.,0,False
admin,Finance,2022-07-11,94,Revenue Growth,Critical,In Progress,Expense Ratio,2022-09-20,user003,84.39281985290117,G000130,Develop new marketing strategies to increase annual revenue by 20% through improved online engagement and customer retention.,1,False
admin,Finance,2022-06-29,67,Cost Reduction,Low,Completed,Employee Turnover Rate,2023-03-27,user016,100.0,G000131,Reduce software maintenance expenses by renegotiating vendor contracts to achieve a 20% cost saving over the next financial year.,1,True
admin,Finance,2022-03-04,67,Cost Reduction,Low,Planned,Sales Increase,2022-09-21,user035,57.13294601034742,G000132,"Reduce overhead expenses by optimizing energy usage within all facilities, aiming for a 20% decrease in utility costs over the next fiscal year.",1,False
admin,Finance,2022-02-28,81,Efficiency,High,In Progress,Expense Ratio,2022-05-31,user083,13.0,G000133,Increase automation of report generation processes to enhance operational efficiency by reducing manual hours by 20%.,0,False
admin,IT,2022-03-12,98,Cost Reduction,Low,Planned,Employee Turnover Rate,2022-10-04,user082,32.0,G000134,Initiate a comprehensive review of vendor contracts to achieve a 20% cost reduction in IT expenditure by the end of the fiscal year.,0,False
admin,Marketing,2022-04-27,57,Customer Satisfaction,Critical,Cancelled,Expense Ratio,2022-07-06,user051,68.98486870633695,G000135,Improve customer support response times by 30% by upgrading our CRM software and training staff on efficient customer interaction protocols.,1,True
admin,HR,2022-03-22,75,Revenue Growth,Medium,Completed,Expense Ratio,2022-06-13,user067,92.0,G000136,"Enhance our online platform to increase user subscriptions by 20% within the next fiscal year, aiming to boost overall revenue from digital channels.",0,True
admin,IT,2022-06-16,68,Employee Satisfaction,Low,In Progress,Expense Ratio,2022-08-09,user006,78.34063482425847,G000137,"Develop a comprehensive training program for middle management to improve leadership skills, aiming to increase employee satisfaction scores by 20% in the upcoming employee survey.",1,True
admin,HR,2022-12-24,63,Revenue Growth,Critical,In Progress,Survey Score,2023-04-02,user060,39.0,G000138,"Expand our market presence in Asia by 20%, aiming to increase annual revenue from $2M to $2.4M through strategic partnerships and direct marketing initiatives.",0,False
admin,Finance,2022-07-05,95,Cost Reduction,Low,In Progress,Employee Turnover Rate,2023-04-06,user077,89.04809869832408,G000139,"Reduce operational expenditures by optimizing logistics routes, aiming to cut transportation costs by 20% over the next fiscal year.",1,False
admin,IT,2022-08-20,66,Revenue Growth,Low,In Progress,Expense Ratio,2023-01-17,user058,6.0,G000140,Expand market presence in Asia to increase annual revenue by 20% over the next fiscal year.,0,False
admin,HR,2022-06-06,92,Customer Satisfaction,Medium,In Progress,Employee Turnover Rate,2022-09-15,user038,84.0,G000141,"Develop a new customer feedback system aimed at improving response rates by 30%, thereby increasing overall customer satisfaction scores.",0,False
admin,Marketing,2022-06-19,72,Efficiency,Medium,In Progress,Employee Turnover Rate,2022-09-06,user085,74.17492440432194,G000142,"Enhance system automation to reduce manual data entry by 30%, thereby increasing overall process efficiency and reducing potential errors.",1,True
admin,HR,2022-01-14,66,Revenue Growth,Medium,Completed,Sales Increase,2022-05-19,user030,93.0,G000143,Develop a new strategic plan for market expansion that aims to increase revenue by 20% through the introduction of two new products over the next fiscal year.,0,True
admin,Finance,2022-10-07,93,Cost Reduction,High,In Progress,Expense Ratio,2023-09-03,user058,51.0,G000144,Optimize IT infrastructure to achieve at least a 20% reduction in operational costs over the next fiscal year.,0,False
admin,HR,2022-01-24,52,Cost Reduction,Low,In Progress,Sales Increase,2022-07-20,user075,14.0,G000145,"Optimize the number of software licenses used within the company to decrease IT operational costs by 20%, aiming for a saving of approximately $50,000 annually.",0,False
admin,HR,2022-10-12,53,Revenue Growth,High,In Progress,Survey Score,2023-02-05,user013,17.0,G000146,Expand into three new international markets by Q4 2024 to increase overall revenue by 20%.,0,False
admin,HR,2022-06-15,52,Employee Satisfaction,Critical,Completed,Sales Increase,2022-08-25,user008,55.0,G000147,Initiate a quarterly feedback survey to enhance employee satisfaction and increase retention rates by 20%.,0,True
admin,Finance,2022-04-21,57,Cost Reduction,Medium,In Progress,Survey Score,2022-12-07,user054,62.744078604766216,G000148,"Reduce operational expenses by optimizing energy usage across all company facilities, aiming for a 20% reduction by Q4.",1,True
admin,Finance,2022-02-28,92,Cost Reduction,High,In Progress,Employee Turnover Rate,2022-09-14,user085,56.69753950055216,G000149,"Reduce operational expenditure by optimizing resource allocation and automating routine tasks, aiming to lower costs by 20% within the next fiscal year.",1,False
admin,IT,2022-04-02,51,Revenue Growth,Critical,Completed,Expense Ratio,2022-05-12,user013,73.0,G000150,Increase annual revenue by 20% through strategic partnerships and enhancing online sales channels.,0,True
admin,HR,2022-02-26,67,Revenue Growth,Medium,In Progress,Survey Score,2022-06-10,user077,64.0,G000151,"Expand sales outreach to three new regions, aiming to increase overall revenue by 20% within the next fiscal year.",0,False
admin,HR,2022-02-23,60,Cost Reduction,Low,In Progress,Employee Turnover Rate,2022-09-06,user049,35.60054164948873,G000152,"Reduce operational expenses by optimizing energy usage across all corporate facilities, targeting a cost saving of 20% over the next fiscal year.",1,False
admin,Marketing,2022-08-17,96,Customer Satisfaction,Critical,Planned,Expense Ratio,2023-01-10,user067,57.434431930607865,G000153,Enhance the online support portal to improve user experience and increase customer satisfaction ratings by at least 20% over the next 12 months.,1,False
admin,IT,2022-10-06,52,Cost Reduction,Low,In Progress,Expense Ratio,2023-09-01,user000,39.152236276961304,G000154,"Reduce software licensing fees by negotiating bulk purchase agreements, aiming for a 20% reduction in IT spending over the next fiscal year.",1,False
admin,HR,2022-01-15,60,Revenue Growth,Medium,Completed,Expense Ratio,2022-03-13,user057,87.0,G000155,Develop new customer acquisition strategies aimed at increasing annual revenue by 20% through expanding into untapped markets and optimizing digital marketing campaigns.,0,True
admin,Finance,2022-03-16,95,Cost Reduction,Low,Cancelled,Employee Turnover Rate,2022-10-10,user016,90.82210699099511,G000156,"Reduce operational expenses by optimizing the workflow of the IT department, aiming to decrease spending by 20% within the next fiscal year.",1,False
admin,Finance,2022-04-03,77,Customer Satisfaction,Medium,In Progress,Employee Turnover Rate,2022-07-27,user055,50.728330965926965,G000157,Develop a comprehensive customer feedback system to improve satisfaction scores by over 20% within the next fiscal year.,1,False
admin,IT,2022-03-19,72,Revenue Growth,High,Completed,Employee Turnover Rate,2022-07-29,user011,91.0,G000158,Develop new marketing strategies to increase annual revenue by 20% through enhanced digital presence and customer engagement.,0,True
admin,Marketing,2022-05-06,85,Cost Reduction,Medium,Completed,Expense Ratio,2022-12-31,user058,100.0,G000159,"Reduce overall IT expenses by optimizing software licensing agreements, aiming for a 20% reduction in annual spend.",1,True
admin,Finance,2022-10-29,88,Efficiency,High,In Progress,Employee Turnover Rate,2023-02-13,user066,43.83751877198148,G000160,"Enhance the automated ticket resolution system to improve response time by 20%, aiming to resolve issues within 2 hours.",1,False
admin,HR,2022-09-28,98,Customer Satisfaction,Medium,In Progress,Survey Score,2022-12-28,user075,60.17972287080224,G000161,Develop a new customer feedback system to improve satisfaction scores by 20% through enhanced real-time response capabilities.,1,False
admin,HR,2022-01-27,70,Efficiency,High,In Progress,Expense Ratio,2022-05-25,user008,82.00580727155582,G000162,"Optimize IT support processes to enhance response time by 30%, aiming to improve overall user satisfaction and operational efficiency.",1,True
admin,Finance,2022-08-30,87,Cost Reduction,High,In Progress,Expense Ratio,2023-07-04,user096,34.75024299798209,G000163,"Reduce overall IT expenditure by consolidating software licenses, aiming for a 20% cost saving within the next fiscal year.",1,False
admin,Marketing,2022-10-20,76,Customer Satisfaction,Critical,In Progress,Sales Increase,2022-12-31,user008,59.0,G000164,Develop a comprehensive feedback system aimed at enhancing customer service responsiveness and increasing satisfaction ratings by 20% over the next fiscal year.,0,False
admin,Finance,2022-09-25,74,Employee Satisfaction,Medium,Cancelled,Employee Turnover Rate,2023-02-04,user098,32.0,G000165,Develop a new employee wellness program aimed at improving overall staff satisfaction scores by 20% over the next fiscal year.,0,False
admin,HR,2022-07-19,82,Efficiency,Critical,In Progress,Survey Score,2022-10-08,user037,47.901856780703845,G000166,"Optimize IT support workflows to reduce average ticket resolution time by 30%, thereby improving overall system efficiency.",1,False
admin,Marketing,2022-02-19,59,Employee Satisfaction,Medium,Cancelled,Survey Score,2022-06-20,user048,53.01977568117024,G000167,Increase annual employee satisfaction scores by 20% through improved workplace conditions and regular feedback sessions.,1,False
admin,IT,2022-10-17,56,Efficiency,High,In Progress,Sales Increase,2023-01-22,user009,66.27169388408281,G000168,"Optimize workflow processes to improve overall task completion times by 20%, aiming to increase operational efficiency.",1,True
admin,Finance,2022-01-04,59,Cost Reduction,Medium,Completed,Survey Score,2022-06-18,user065,100.0,G000169,"Reduce overhead expenses by optimizing utility usage and negotiating better rates with suppliers, aiming for a 20% cost reduction within the next fiscal year.",1,True
admin,IT,2022-05-23,80,Employee Satisfaction,Low,In Progress,Survey Score,2022-08-14,user075,38.0,G000170,Develop a quarterly team-building program aimed at boosting employee satisfaction scores by at least 20% over the next fiscal year.,0,False
admin,Marketing,2022-10-17,72,Efficiency,Critical,Completed,Sales Increase,2023-01-07,user010,99.38698726948,G000171,"Enhance the employee onboarding process to reduce the average setup time from 5 days to 3 days by Q3, ensuring quicker integration and resource availability.",1,True
admin,IT,2022-04-30,79,Employee Satisfaction,Critical,In Progress,Expense Ratio,2022-07-10,user040,44.0,G000172,Develop a comprehensive employee wellness program aimed at improving overall satisfaction scores by 20% in the upcoming fiscal year.,0,False
admin,Finance,2022-11-20,56,Revenue Growth,Low,In Progress,Expense Ratio,2023-01-25,user023,55.0,G000173,Expand market presence in the Asia-Pacific region to increase overall revenue by 20% within the next fiscal year.,0,False
admin,HR,2022-10-10,69,Revenue Growth,High,Cancelled,Survey Score,2023-02-24,user007,13.0,G000174,Increase annual sales revenue by 20% through strategic marketing campaigns and new product launches.,0,False
admin,Finance,2022-11-08,51,Cost Reduction,Low,Completed,Expense Ratio,2023-10-24,user053,93.0,G000175,"Introduce automated software to decrease manual processing by 20%, effectively reducing labor costs and operational delays.",0,True
admin,HR,2022-11-11,52,Efficiency,Low,Completed,Expense Ratio,2023-01-12,user058,100.0,G000176,"Increase the efficiency of the IT helpdesk by automating routine inquiries, aiming to reduce response time by 30% over the next quarter.",1,True
admin,Finance,2022-01-22,75,Customer Satisfaction,Low,In Progress,Survey Score,2022-03-04,user003,44.10309003790886,G000177,"Increase customer satisfaction rating by enhancing the quality of our support services, aiming for a 20% improvement in customer feedback by the end of Q4.",1,False
admin,Finance,2022-06-13,57,Cost Reduction,Low,Planned,Expense Ratio,2023-03-01,user060,39.82947752607388,G000178,"Reduce overall IT infrastructure costs by optimizing server usage and eliminating redundant systems, aiming for a 20% reduction in Q2 expenditures compared to the previous quarter.",1,False
admin,HR,2022-06-02,72,Customer Satisfaction,Critical,In Progress,Sales Increase,2022-09-20,user034,62.065203985302915,G000179,Enhance the customer support interface to improve overall satisfaction ratings by 20% in the upcoming quarter.,1,False
admin,HR,2022-06-18,63,Customer Satisfaction,Medium,In Progress,Survey Score,2022-09-29,user093,45.82868301751818,G000180,Enhance support team training to improve customer satisfaction ratings by 20% over the next fiscal year.,1,False
admin,Marketing,2022-12-05,65,Cost Reduction,Medium,Completed,Sales Increase,2023-12-06,user091,92.84608678201053,G000181,Reduce overhead expenses by optimizing energy usage in all operational facilities to achieve a 20% cost savings within the next fiscal year.,1,True
admin,IT,2022-09-16,71,Cost Reduction,Low,Completed,Expense Ratio,2023-07-31,user015,100.0,G000182,Reduce overall IT operational expenses by 20% through strategic vendor negotiations and adopting more efficient technologies.,1,True
admin,HR,2022-06-14,69,Revenue Growth,Low,Completed,Employee Turnover Rate,2022-10-03,user022,83.0,G000183,Develop and launch a new software product that aims to generate an additional $500K in revenue by the end of Q4.,0,True
admin,Finance,2022-06-09,91,Customer Satisfaction,Critical,In Progress,Expense Ratio,2022-09-23,user066,76.3222914348888,G000184,Develop a comprehensive training program for customer service representatives to improve satisfaction scores by 20% over the next fiscal year.,1,False
admin,IT,2022-08-09,58,Employee Satisfaction,Medium,Completed,Sales Increase,2022-11-27,user044,71.0,G000185,Develop a comprehensive employee engagement program aimed to increase overall employee satisfaction scores by 20% through enhanced communication tools and team-building activities.,0,True
admin,IT,2022-04-19,54,Efficiency,Medium,In Progress,Employee Turnover Rate,2022-06-09,user026,36.29039014335102,G000186,"Enhance the helpdesk ticket resolution process to improve response time by 20%, aiming to reduce average handling time from 30 minutes to 24 minutes.",1,False
admin,Finance,2022-10-08,71,Efficiency,Medium,Planned,Sales Increase,2023-02-17,user014,83.20593180941442,G000187,Automate employee onboarding processes to reduce manual entry time by 30% and improve workflow efficiency.,1,True
admin,Finance,2022-06-15,56,Cost Reduction,Critical,Planned,Expense Ratio,2023-03-05,user068,23.0,G000188,Optimize IT infrastructure to lower operational expenses by 20% over the next fiscal year through better vendor management and technology upgrades.,0,False
admin,Finance,2022-05-06,98,Revenue Growth,Medium,In Progress,Employee Turnover Rate,2022-08-29,user070,43.0,G000189,Increase annual sales revenue by 20% through strategic partnerships and expanded online marketing efforts.,0,False
admin,Marketing,2022-01-28,73,Employee Satisfaction,Critical,In Progress,Expense Ratio,2022-06-19,user033,57.0,G000190,Develop and launch an employee feedback portal to increase engagement scores by 20% over the next fiscal year.,0,False
admin,Marketing,2022-05-31,74,Cost Reduction,Medium,In Progress,Employee Turnover Rate,2023-02-09,user081,35.0,G000191,Enhance vendor contract negotiations to achieve a 20% reduction in operational expenses by the end of Q4.,0,False
admin,Finance,2022-01-04,63,Employee Satisfaction,High,Cancelled,Expense Ratio,2022-02-27,user083,46.78787589585522,G000192,"Develop a comprehensive training program to improve employee skills and job satisfaction, aiming for a 20% increase in employee happiness scores on the next annual survey.",1,False
admin,HR,2022-11-26,72,Efficiency,Low,In Progress,Employee Turnover Rate,2023-03-23,user088,34.78272630134324,G000193,Enhance automation of report generation to improve productivity and reduce manual hours by 20%.,1,False
admin,HR,2022-10-16,88,Efficiency,High,In Progress,Employee Turnover Rate,2022-12-13,user024,56.60330442612256,G000194,Optimize the IT support ticketing system to reduce average resolution time by 30% within the next quarter.,1,False
admin,HR,2022-04-10,51,Cost Reduction,Medium,In Progress,Expense Ratio,2022-11-19,user002,56.326272260803044,G000195,Reduce overall IT infrastructure expenses by 20% by optimizing cloud service usage and renegotiating vendor contracts.,1,True
admin,IT,2022-11-23,53,Employee Satisfaction,High,Cancelled,Expense Ratio,2023-02-03,user053,19.563068086448133,G000196,"Increase employee satisfaction scores by implementing flexible work-from-home policies aimed at improving work-life balance, targeting a 20% improvement in annual survey results.",1,False
admin,Marketing,2022-09-03,77,Cost Reduction,Low,Completed,Expense Ratio,2023-07-11,user029,78.0,G000197,Achieve a 20% reduction in IT operational expenses by optimizing cloud infrastructure usage and renegotiating vendor contracts.,0,True
admin,IT,2022-11-16,66,Employee Satisfaction,Low,Completed,Survey Score,2023-02-11,user098,83.0,G000198,Increase employee satisfaction scores by 10% through enhanced workplace flexibility and wellness programs.,0,True
admin,HR,2022-11-30,54,Employee Satisfaction,Medium,In Progress,Survey Score,2023-03-17,user051,12.0,G000199,Develop and initiate a monthly feedback and recognition program to enhance employee engagement and satisfaction levels.,0,False
admin,Marketing,2022-09-05,54,Employee Satisfaction,Low,In Progress,Survey Score,2023-02-09,user019,38.53050331448577,G000200,Develop a quarterly feedback system to measure and improve overall employee satisfaction by 20% within the next fiscal year.,1,False
admin,Finance,2022-01-18,72,Cost Reduction,High,Completed,Sales Increase,2022-07-11,user067,97.91441751053975,G000201,"Reduce overall IT infrastructure costs by optimizing cloud storage usage, aiming for a 20% decrease in expenses over the next fiscal year.",1,True
admin,HR,2022-03-02,51,Revenue Growth,Critical,Planned,Survey Score,2022-06-11,user091,7.0,G000202,Increase annual software subscription revenue by 20% through expanded marketing efforts and new customer acquisition strategies.,0,False
admin,Finance,2022-06-22,99,Cost Reduction,Critical,In Progress,Employee Turnover Rate,2023-03-16,user026,38.39951151968822,G000203,"Reduce overhead expenses by optimizing energy usage across all operations, aiming for a 20% cost reduction within the next fiscal year.",1,False
admin,IT,2022-08-08,82,Employee Satisfaction,Critical,In Progress,Sales Increase,2022-11-04,user014,65.81464019711453,G000204,Initiate comprehensive training programs to enhance job skills and satisfaction levels among employees leading to a 20% improvement in annual employee satisfaction survey results.,1,False
admin,Finance,2022-05-19,79,Cost Reduction,Critical,In Progress,Sales Increase,2023-01-20,user091,83.31452209437164,G000205,"Reduce operational expenses by optimizing energy usage across all facilities, targeting a 20% decrease in monthly utility bills by the end of the fiscal year.",1,True
admin,IT,2022-12-15,57,Customer Satisfaction,Critical,Completed,Survey Score,2023-03-29,user066,93.48506728966659,G000206,Enhance customer support channels to improve overall satisfaction ratings by 20% in the upcoming quarter.,1,True
admin,IT,2022-03-03,66,Revenue Growth,High,In Progress,Expense Ratio,2022-05-22,user058,54.0,G000207,Develop new partnerships and expand into the Asian market to increase overall revenue by 20% by the end of Q4.,0,False
admin,Marketing,2022-08-18,58,Revenue Growth,Medium,In Progress,Expense Ratio,2023-01-08,user012,55.0,G000208,Launch a new online marketing campaign to increase software product sales by 20% over the next quarter.,0,False
admin,IT,2022-01-16,88,Employee Satisfaction,Medium,In Progress,Expense Ratio,2022-04-08,user077,31.0,G000209,Develop and roll out a comprehensive employee wellness program aimed at improving overall satisfaction scores by 20% in the upcoming employee survey.,0,False
admin,HR,2022-03-03,87,Employee Satisfaction,High,In Progress,Expense Ratio,2022-05-21,user035,25.28518944455396,G000210,Develop and initiate monthly team-building activities to enhance employee satisfaction and reduce annual turnover by 20%.,1,False
admin,Finance,2022-03-28,56,Efficiency,Medium,In Progress,Sales Increase,2022-07-27,user035,66.32940513211094,G000211,"Enhance the IT support ticket system to reduce response time from 24 hours to 12 hours, thereby improving overall workplace efficiency.",1,True
admin,HR,2022-11-17,75,Revenue Growth,High,In Progress,Sales Increase,2022-12-31,user089,53.0,G000212,Increase annual revenue by launching a new online marketing campaign aimed at expanding customer base by 25%.,0,False
admin,IT,2022-08-06,66,Revenue Growth,Low,Completed,Survey Score,2022-10-07,user044,90.0,G000213,Increase annual subscription renewals by 20% through enhanced customer support and engagement strategies.,0,True
admin,HR,2022-11-14,77,Employee Satisfaction,Low,In Progress,Sales Increase,2023-04-24,user029,89.39530807630584,G000214,"Initiate a quarterly feedback survey and action plan to enhance employee satisfaction and work environment, aiming for a 20% improvement in employee satisfaction scores by the end of the year.",1,True
admin,HR,2022-03-14,81,Cost Reduction,High,In Progress,Sales Increase,2022-10-07,user061,13.0,G000215,Enhance supplier negotiation strategies to achieve a 20% reduction in operational expenses within the next fiscal year.,0,False
admin,Finance,2022-07-28,92,Cost Reduction,Low,In Progress,Expense Ratio,2023-05-12,user020,33.519167929270594,G000216,"Reduce annual software licensing fees by consolidating redundant applications, aiming for at least a 20% reduction in IT spending.",1,False
admin,Finance,2022-07-03,93,Cost Reduction,Medium,In Progress,Expense Ratio,2023-04-02,user015,33.0,G000217,Achieve a 20% reduction in operational expenses by optimizing IT infrastructure and reducing unnecessary software licenses.,0,False
admin,IT,2022-11-18,54,Customer Satisfaction,High,In Progress,Employee Turnover Rate,2023-04-26,user008,3.0,G000218,Develop a customer feedback system to increase customer satisfaction scores by 20% over the next fiscal year through enhanced service response times and expanded support channels.,0,False
admin,HR,2022-12-05,55,Customer Satisfaction,Medium,Completed,Employee Turnover Rate,2023-05-05,user097,100.0,G000219,Improve customer support response times by 30% through the deployment of an enhanced ticketing system and training of support staff.,1,True
admin,Finance,2022-01-03,50,Cost Reduction,High,Completed,Employee Turnover Rate,2022-06-17,user094,92.0,G000220,Optimize supply chain logistics to achieve a 20% reduction in operational expenses within fiscal year 2023.,0,True
admin,HR,2022-07-14,65,Customer Satisfaction,Critical,In Progress,Sales Increase,2022-11-26,user016,50.69156148535398,G000221,Enhance the online support portal to improve customer satisfaction scores by at least 20% over the next quarter.,1,False
admin,Finance,2022-01-03,58,Customer Satisfaction,Low,Completed,Employee Turnover Rate,2022-05-17,user083,86.0,G000222,Develop and implement a new customer feedback system to increase satisfaction scores by 20% over the next fiscal year.,0,True
admin,Finance,2022-02-27,95,Cost Reduction,Critical,Cancelled,Survey Score,2022-09-13,user099,68.85505870900616,G000223,"Reduce operational expenses by optimizing energy usage across all facilities, aiming to cut electricity costs by 20% within the next fiscal year.",1,False
admin,Finance,2022-08-23,61,Cost Reduction,Medium,In Progress,Survey Score,2023-06-23,user027,38.0,G000224,"Enhance supply chain logistics to achieve a 20% reduction in operational costs over the next fiscal year, targeting areas such as inventory management and supplier negotiations.",0,False
admin,Finance,2022-03-03,63,Cost Reduction,Critical,In Progress,Sales Increase,2022-09-19,user025,39.429161110384854,G000225,"Reduce software licensing expenses by consolidating tools across all departments, aiming for a 20% cost savings within the next fiscal year.",1,False
admin,Finance,2022-07-06,87,Revenue Growth,High,Cancelled,Expense Ratio,2022-11-25,user097,42.0,G000226,Expand our market share in the Asia-Pacific region by 25% through strategic partnerships and localized marketing campaigns.,0,False
admin,Finance,2022-03-03,58,Employee Satisfaction,Low,In Progress,Expense Ratio,2022-05-11,user024,48.676545334532186,G000227,"Increase employee satisfaction scores by implementing a new flexible working hours policy, aiming for a 10% improvement in annual survey results.",1,False
admin,HR,2022-01-12,63,Employee Satisfaction,Low,Completed,Employee Turnover Rate,2022-02-23,user024,100.0,G000228,Initiate a quarterly employee engagement survey to assess work environment satisfaction and implement necessary improvements to achieve a 20% increase in overall employee happiness scores.,1,True
admin,Finance,2022-02-06,69,Revenue Growth,Low,In Progress,Expense Ratio,2022-04-11,user035,6.0,G000229,Develop and launch a new product line by Q3 to increase annual revenue by 20%.,0,False
admin,HR,2022-08-07,71,Customer Satisfaction,Low,In Progress,Sales Increase,2022-11-02,user053,17.283218645727622,G000230,"Enhance the online support portal to improve resolution time by 20%, thereby increasing customer satisfaction ratings from 75% to 90%.",1,False
admin,Finance,2022-11-08,85,Efficiency,Medium,In Progress,Employee Turnover Rate,2023-01-23,user009,64.0,G000231,"Optimize the use of digital tools to increase workflow efficiency by 20%, reducing task completion time from 5 days to 4 days.",0,False
admin,Marketing,2022-09-30,67,Revenue Growth,Low,In Progress,Sales Increase,2022-12-23,user075,61.0,G000232,"Expand into the Asian market to increase overall revenue streams by 20% by the end of Q4, leveraging new strategic partnerships and marketing campaigns.",0,False
admin,Finance,2022-09-13,51,Cost Reduction,Medium,Cancelled,Sales Increase,2023-07-27,user073,18.0,G000233,Achieve a 20% reduction in operational expenses by automating routine administrative tasks and renegotiating supplier contracts.,0,False
admin,Finance,2022-07-22,64,Cost Reduction,Low,In Progress,Survey Score,2023-05-03,user015,71.71741420378228,G000234,Reduce overall IT operational costs by consolidating vendor contracts and renegotiating existing agreements to achieve a 20% cost saving within the next fiscal year.,1,True
admin,Finance,2022-10-24,64,Efficiency,Critical,In Progress,Employee Turnover Rate,2023-04-09,user032,43.0,G000235,"Optimize the IT helpdesk responses to decrease ticket resolution time by 20%, improving overall operational efficiency.",0,False
admin,Finance,2022-06-15,79,Customer Satisfaction,Medium,In Progress,Survey Score,2022-10-14,user017,46.65767093533165,G000236,"Enhance the online customer support portal to improve user experience, aiming to increase customer satisfaction ratings by 20% over the next quarter.",1,False
admin,Marketing,2022-09-03,58,Customer Satisfaction,Medium,Completed,Survey Score,2023-01-23,user028,88.69244258706007,G000237,Develop a new customer feedback system to improve satisfaction scores by 20% over the next 12 months.,1,True
admin,IT,2022-02-23,51,Efficiency,Critical,Cancelled,Sales Increase,2022-06-03,user080,45.11467058718196,G000238,"Enhance the automation of data entry tasks to improve processing time by 30%, thereby increasing overall operational efficiency.",1,False
admin,Marketing,2022-08-05,71,Customer Satisfaction,Critical,In Progress,Expense Ratio,2022-12-11,user089,40.0,G000239,"Develop a customer feedback system to increase satisfaction ratings by 20% over the next 12 months, enhancing our service response times and overall client support experience.",0,False
admin,Marketing,2022-04-16,73,Cost Reduction,High,Cancelled,Employee Turnover Rate,2022-11-29,user053,17.117106580437248,G000240,Reduce overhead expenses by 20% through strategic vendor negotiations and improved expense management systems by Q4 2024.,1,False
admin,Marketing,2022-05-20,64,Revenue Growth,Low,In Progress,Employee Turnover Rate,2022-08-27,user090,2.0,G000241,Increase annual software subscriptions by 20% through enhanced marketing strategies and customer engagement initiatives.,0,False
admin,HR,2022-01-02,59,Revenue Growth,Critical,In Progress,Sales Increase,2022-04-09,user018,15.0,G000242,Develop and launch a new software product line aimed at increasing the company's revenue by 20% within the next financial year.,0,False
admin,HR,2022-10-06,94,Customer Satisfaction,Low,In Progress,Employee Turnover Rate,2023-02-19,user060,100.0,G000243,Enhance the customer support interface to improve response times and increase overall customer satisfaction ratings by 20% within the next fiscal year.,1,True
admin,Finance,2022-11-18,80,Customer Satisfaction,High,In Progress,Survey Score,2023-03-14,user075,25.606017994981805,G000244,Enhance support services to achieve a 90% customer satisfaction rating by Q4 through improved response times and personalized customer interactions.,1,False
admin,HR,2022-06-21,99,Revenue Growth,Low,In Progress,Expense Ratio,2022-10-13,user007,83.0,G000245,"Increase annual revenues by developing and launching two new products in the next fiscal year, aiming for a combined sales increase of 25%.",0,False
admin,HR,2022-04-03,72,Customer Satisfaction,Low,Cancelled,Expense Ratio,2022-06-28,user034,62.0,G000246,Develop a new customer feedback tool to increase satisfaction ratings by at least 20% within the next quarter.,0,False
admin,Marketing,2022-01-11,60,Revenue Growth,Critical,In Progress,Survey Score,2022-03-09,user030,45.0,G000247,"Expand sales to the European market, aiming for a 20% increase in revenue over the next fiscal year through strategic marketing and local partnerships.",0,False
admin,Finance,2022-02-14,64,Cost Reduction,High,Completed,Expense Ratio,2022-08-23,user096,91.41027506672725,G000248,"Reduce operational expenses by optimizing energy usage across all company sites, aiming for a 20% cost reduction within the next fiscal year.",1,True
admin,Marketing,2022-04-21,73,Employee Satisfaction,Medium,In Progress,Sales Increase,2022-07-17,user005,86.36224300274858,G000249,Initiate quarterly team-building events to enhance employee satisfaction and reduce turnover by 20%.,1,True
admin,IT,2022-10-05,94,Efficiency,Medium,In Progress,Sales Increase,2022-12-04,user018,88.14652551098912,G000250,"Optimize the IT support ticket system to reduce average resolution time by 20%, enhancing overall operational efficiency.",1,False
admin,HR,2022-01-08,56,Employee Satisfaction,Low,In Progress,Expense Ratio,2022-03-21,user089,64.57747966467554,G000251,Enhance the annual employee satisfaction score by launching a new wellness program and improved work-life balance initiatives aiming to boost employee morale by 20% over the next fiscal year.,1,True
admin,IT,2022-12-03,98,Revenue Growth,Medium,In Progress,Employee Turnover Rate,2023-02-23,user063,94.0,G000252,Increase annual subscription sales by 20% through enhanced digital marketing campaigns and customer engagement strategies.,0,False
admin,IT,2022-07-22,60,Employee Satisfaction,High,In Progress,Employee Turnover Rate,2022-10-25,user033,56.036487833690444,G000253,"Launch a quarterly feedback survey to evaluate employee satisfaction, aiming to improve overall satisfaction scores by 20% over the next year.",1,False
admin,HR,2022-11-29,64,Customer Satisfaction,Medium,Completed,Employee Turnover Rate,2023-04-21,user071,83.10028109885198,G000254,Increase customer satisfaction ratings by 20% through improved helpdesk response times and personalized service follow-ups.,1,True
